LeadID,LeadCreatedDateKey,CampaignID,City,LeadScore,Status,QualifiedFlag,KycDoneFlag,AccountOpenedFlag,ConvertedInvestorID,FirstInvestmentDateKey
L0004598,20240926,CMP0010,Toronto,75,Qualified,1,0,0,,
L0004599,20240326,CMP0012,London,82,Qualified,1,0,0,,
L0004600,20240621,CMP0012,Hamilton,76,Invested,1,1,1,INV000536,20240719
L0004601,20240719,CMP0012,Ottawa,27,New,0,0,0,,
L0004602,20241008,CMP0015,Mississauga,57,Lost,1,0,0,,
L0004603,20240605,CMP0017,Markham,57,Account Opened,1,1,1,,
L0004604,20240414,CMP0006,Markham,67,Account Opened,1,1,1,,
L0004605,20241018,CMP0017,Ottawa,81,Account Opened,1,1,1,,
L0004606,20241120,CMP0012,Toronto,20,New,0,0,0,,
L0004607,20240627,CMP0011,Ottawa,70,Account Opened,1,1,1,,
L0004608,20240111,CMP0006,Vaughan,84,Qualified,1,0,0,,
L0004609,20240702,CMP0008,Hamilton,20,New,0,0,0,,
L0004610,20241121,CMP0012,London,47,Lost,0,0,0,,
L0004611,20241228,CMP0007,Mississauga,90,Account Opened,1,1,1,,
L0004612,20240526,CMP0006,Brampton,12,New,0,0,0,,
L0004613,20240224,CMP0015,Toronto,24,New,0,0,0,,
L0004614,20240728,CMP0008,Brampton,82,Lost,1,1,0,,
L0004615,20241031,CMP0012,Toronto,25,New,0,0,0,,
L0004616,20241211,CMP0001,Ottawa,73,Invested,1,1,1,INV000537,20241231
L0004617,20240119,CMP0002,Brampton,91,Qualified,1,0,0,,
L0004618,20240416,CMP0016,Markham,54,Qualified,1,0,0,,
L0004619,20240623,CMP0003,Brampton,53,New,0,0,0,,
L0004620,20240205,CMP0015,Toronto,48,KYC Done,1,1,0,,
L0004621,20241120,CMP0017,Toronto,43,New,0,0,0,,
L0004622,20240211,CMP0009,Mississauga,44,New,0,0,0,,
L0004623,20240831,CMP0016,London,59,Qualified,1,0,0,,
L0004624,20241202,CMP0008,Hamilton,90,Invested,1,1,1,INV000538,20241214
L0004625,20240907,CMP0018,Hamilton,98,Qualified,1,0,0,,
L0004626,20241006,CMP0005,Vaughan,87,Invested,1,1,1,INV000539,20241113
L0004627,20240406,CMP0008,Mississauga,20,Lost,0,0,0,,
L0004628,20241029,CMP0008,Ottawa,37,New,0,0,0,,
L0004629,20240602,CMP0015,Toronto,78,Invested,1,1,1,INV000540,20240612
L0004630,20240123,CMP0001,Toronto,59,Invested,1,1,1,INV000541,20240306
L0004631,20240514,CMP0015,Brampton,40,New,0,0,0,,
L0004632,20240508,CMP0001,London,38,New,0,0,0,,
L0004633,20240709,CMP0006,Markham,20,Lost,0,0,0,,
L0004634,20240406,CMP0011,Mississauga,39,New,0,0,0,,
L0004635,20240618,CMP0003,Brampton,47,Invested,1,1,1,INV000542,20240625
L0004636,20240605,CMP0009,Vaughan,47,New,0,0,0,,
L0004637,20240429,CMP0018,Markham,59,Account Opened,1,1,1,,
L0004638,20240911,CMP0015,London,34,New,0,0,0,,
L0004639,20240421,CMP0001,Brampton,28,New,0,0,0,,
L0004640,20241007,CMP0011,Brampton,89,Invested,1,1,1,INV000543,20241027
L0004641,20240401,CMP0011,London,46,New,0,0,0,,
L0004642,20241112,CMP0002,Toronto,32,Lost,0,0,0,,
L0004643,20240513,CMP0012,Ottawa,67,Invested,1,1,1,INV000544,20240601
L0004644,20240115,CMP0010,Toronto,58,Lost,1,1,1,,
L0004645,20240224,CMP0013,Hamilton,61,Qualified,1,0,0,,
L0004646,20241022,CMP0006,Ottawa,29,New,0,0,0,,
L0004647,20241115,CMP0005,Toronto,75,Invested,1,1,1,INV000545,20241129
L0004648,20240318,CMP0014,Brampton,27,New,0,0,0,,
L0004649,20240808,CMP0013,Toronto,85,Invested,1,1,1,INV000546,20240920
L0004650,20240729,CMP0003,Markham,48,Account Opened,1,1,1,,
L0004651,20240218,CMP0004,Kitchener,46,Lost,0,0,0,,
L0004652,20240614,CMP0011,Mississauga,44,New,0,0,0,,
L0004653,20240910,CMP0015,Toronto,48,New,0,0,0,,
L0004654,20241219,CMP0004,Vaughan,69,Invested,1,1,1,INV000547,20241222
L0004655,20241106,CMP0004,Vaughan,54,Invested,1,1,1,INV000548,20241205
L0004656,20240205,CMP0015,Markham,21,New,0,0,0,,
L0004657,20240327,CMP0013,Brampton,60,Invested,1,1,1,INV000549,20240416
L0004658,20240608,CMP0017,Toronto,34,New,0,0,0,,
L0004659,20240225,CMP0015,Windsor,19,Lost,0,0,0,,
L0004660,20240727,CMP0018,Ottawa,85,Account Opened,1,1,1,,
L0004661,20240104,CMP0004,Brampton,38,New,0,0,0,,
L0004662,20240211,CMP0005,Markham,63,Invested,1,1,1,INV000550,20240224
L0004663,20240118,CMP0005,Hamilton,25,New,0,0,0,,
L0004664,20240418,CMP0001,Toronto,40,New,0,0,0,,
L0004665,20241005,CMP0015,Kitchener,44,New,0,0,0,,
L0004666,20240305,CMP0012,Ottawa,22,New,0,0,0,,
L0004667,20241227,CMP0002,Toronto,97,Account Opened,1,1,1,,
L0004668,20240408,CMP0004,Toronto,38,New,0,0,0,,
L0004669,20240117,CMP0004,Ottawa,62,Account Opened,1,1,1,,
L0004670,20240502,CMP0008,Hamilton,60,Account Opened,1,1,1,,
L0004671,20240930,CMP0009,Toronto,48,Qualified,1,0,0,,
L0004672,20240209,CMP0006,Ottawa,62,Account Opened,1,1,1,,
L0004673,20240127,CMP0017,Brampton,60,Qualified,1,0,0,,
L0004674,20241106,CMP0004,Brampton,17,New,0,0,0,,
L0004675,20240804,CMP0011,Windsor,70,Qualified,1,0,0,,
L0004676,20240505,CMP0008,Mississauga,20,New,0,0,0,,
L0004677,20241003,CMP0007,Vaughan,49,New,0,0,0,,
L0004678,20241105,CMP0015,Brampton,42,New,0,0,0,,
L0004679,20240511,CMP0018,Toronto,50,New,0,0,0,,
L0004680,20240724,CMP0001,Toronto,16,New,0,0,0,,
L0004681,20240105,CMP0009,Kitchener,73,KYC Done,1,1,0,,
L0004682,20240422,CMP0003,Toronto,47,New,0,0,0,,
L0004683,20240805,CMP0008,Toronto,15,New,0,0,0,,
L0004684,20240313,CMP0012,Brampton,10,New,0,0,0,,
L0004685,20241228,CMP0008,Hamilton,58,Qualified,1,0,0,,
L0004686,20241221,CMP0006,Brampton,69,Qualified,1,0,0,,
L0004687,20240404,CMP0006,Toronto,59,Lost,1,1,1,,
L0004688,20240525,CMP0006,Ottawa,74,Invested,1,1,1,INV000551,20240605
L0004689,20240310,CMP0006,Vaughan,78,Qualified,1,0,0,,
L0004690,20240703,CMP0007,Vaughan,88,KYC Done,1,1,0,,
L0004691,20240215,CMP0013,Windsor,98,KYC Done,1,1,0,,
L0004692,20240523,CMP0002,Brampton,89,Invested,1,1,1,INV000552,20240530
L0004693,20240722,CMP0001,Toronto,81,Account Opened,1,1,1,,
L0004694,20240811,CMP0010,Toronto,48,New,0,0,0,,
L0004695,20240806,CMP0013,Vaughan,55,New,0,0,0,,
L0004696,20240322,CMP0005,London,65,Invested,1,1,1,INV000553,20240406
L0004697,20241016,CMP0004,Hamilton,25,New,0,0,0,,
L0004698,20240910,CMP0012,Ottawa,70,Account Opened,1,1,1,,
L0004699,20241002,CMP0007,Ottawa,62,Invested,1,1,1,INV000554,20241010
L0004700,20240620,CMP0014,Ottawa,56,Account Opened,1,1,1,,
L0004701,20241122,CMP0003,Brampton,85,Account Opened,1,1,1,,
L0004702,20240522,CMP0003,Ottawa,71,Account Opened,1,1,1,,
L0004703,20241021,CMP0010,Toronto,93,Account Opened,1,1,1,,
L0004704,20240315,CMP0008,Toronto,97,KYC Done,1,1,0,,
L0004705,20240331,CMP0014,Toronto,84,Account Opened,1,1,1,,
L0004706,20240711,CMP0010,Windsor,36,New,0,0,0,,
L0004707,20240722,CMP0007,Windsor,27,New,0,0,0,,
L0004708,20240930,CMP0003,London,36,New,0,0,0,,
L0004709,20240418,CMP0003,Markham,74,KYC Done,1,1,0,,
L0004710,20241115,CMP0014,Toronto,87,Account Opened,1,1,1,,
L0004711,20240430,CMP0005,Toronto,89,Qualified,1,0,0,,
L0004712,20240714,CMP0010,Toronto,71,Qualified,1,0,0,,
L0004713,20241207,CMP0015,Toronto,71,KYC Done,1,1,0,,
L0004714,20240716,CMP0017,London,95,KYC Done,1,1,0,,
L0004715,20240906,CMP0005,Toronto,71,Account Opened,1,1,1,,
L0004716,20241128,CMP0002,Kitchener,22,Lost,0,0,0,,
L0004717,20241222,CMP0014,Hamilton,55,Qualified,1,0,0,,
L0004718,20240701,CMP0013,Toronto,42,Lost,0,0,0,,
L0004719,20240601,CMP0006,Markham,67,Qualified,1,0,0,,
L0004720,20240313,CMP0011,Markham,67,Account Opened,1,1,1,,
L0004721,20240715,CMP0004,Ottawa,36,New,0,0,0,,
L0004722,20241202,CMP0013,Toronto,36,New,0,0,0,,
L0004723,20240627,CMP0014,Brampton,17,New,0,0,0,,
L0004724,20240507,CMP0006,Ottawa,36,New,0,0,0,,
L0004725,20240209,CMP0009,London,84,Invested,1,1,1,INV000555,20240301
L0004726,20240522,CMP0007,Mississauga,68,Account Opened,1,1,1,,
L0004727,20240327,CMP0001,Vaughan,94,Lost,1,1,1,,
L0004728,20241223,CMP0003,Mississauga,93,Qualified,1,0,0,,
L0004729,20240712,CMP0018,Windsor,87,KYC Done,1,1,0,,
L0004730,20240220,CMP0009,Toronto,26,New,0,0,0,,
L0004731,20240125,CMP0003,Markham,40,New,0,0,0,,
L0004732,20241107,CMP0001,Toronto,15,New,0,0,0,,
L0004733,20241206,CMP0007,London,18,New,0,0,0,,
L0004734,20241006,CMP0018,Vaughan,30,Lost,0,0,0,,
L0004735,20240215,CMP0007,Mississauga,35,New,0,0,0,,
L0004736,20240205,CMP0018,Toronto,11,New,0,0,0,,
L0004737,20240313,CMP0009,Windsor,85,Account Opened,1,1,1,,
L0004738,20241001,CMP0014,Windsor,57,KYC Done,1,1,0,,
L0004739,20241007,CMP0015,London,69,Lost,1,1,1,,
L0004740,20241102,CMP0001,Brampton,68,Account Opened,1,1,1,,
L0004741,20240205,CMP0001,Toronto,97,Lost,1,1,1,,
L0004742,20240226,CMP0017,Brampton,23,New,0,0,0,,
L0004743,20241125,CMP0017,London,40,New,0,0,0,,
L0004744,20241205,CMP0003,Toronto,37,Lost,0,0,0,,
L0004745,20240922,CMP0012,Toronto,59,Account Opened,1,1,1,,
L0004746,20240208,CMP0017,Kitchener,57,Account Opened,1,1,1,,
L0004747,20240126,CMP0018,London,81,Invested,1,1,1,INV000556,20240225
L0004748,20240121,CMP0006,London,60,Invested,1,1,1,INV000557,20240209
L0004749,20240910,CMP0015,Kitchener,31,New,0,0,0,,
L0004750,20241105,CMP0012,Ottawa,60,KYC Done,1,1,0,,
L0004751,20240819,CMP0017,Mississauga,96,Invested,1,1,1,INV000558,20240926
L0004752,20240405,CMP0003,Kitchener,62,Qualified,1,0,0,,
L0004753,20241004,CMP0011,Windsor,63,KYC Done,1,1,0,,
L0004754,20240122,CMP0001,Toronto,25,New,0,0,0,,
L0004755,20241030,CMP0007,Mississauga,10,New,0,0,0,,
L0004756,20241122,CMP0001,Brampton,28,New,0,0,0,,
L0004757,20240919,CMP0008,Toronto,12,Lost,0,0,0,,
L0004758,20241117,CMP0015,Mississauga,50,New,0,0,0,,
L0004759,20240802,CMP0012,Toronto,89,Qualified,1,0,0,,
L0004760,20240620,CMP0006,London,50,Invested,1,1,1,INV000559,20240630
L0004761,20240428,CMP0008,Toronto,68,Lost,1,0,0,,
L0004762,20241203,CMP0007,Vaughan,87,Lost,1,1,1,,
L0004763,20240912,CMP0014,Hamilton,78,Qualified,1,0,0,,
L0004764,20240310,CMP0005,Brampton,68,Account Opened,1,1,1,,
L0004765,20241216,CMP0002,Markham,80,Qualified,1,0,0,,
L0004766,20240122,CMP0010,Hamilton,35,Lost,0,0,0,,
L0004767,20240803,CMP0015,London,47,Lost,0,0,0,,
L0004768,20240310,CMP0009,Vaughan,45,New,0,0,0,,
L0004769,20240831,CMP0004,Markham,81,Account Opened,1,1,1,,
L0004770,20240531,CMP0001,Markham,46,New,0,0,0,,
L0004771,20240608,CMP0017,London,94,Account Opened,1,1,1,,
L0004772,20240902,CMP0014,Brampton,26,Lost,0,0,0,,
L0004773,20241003,CMP0003,Hamilton,25,New,0,0,0,,
L0004774,20240519,CMP0002,Ottawa,74,Lost,1,1,1,,
L0004775,20241231,CMP0003,Windsor,78,Account Opened,1,1,1,,
L0004776,20240701,CMP0007,Ottawa,71,Invested,1,1,1,INV000560,20240726
L0004777,20240228,CMP0015,Mississauga,37,New,0,0,0,,
L0004778,20240103,CMP0003,Ottawa,10,New,0,0,0,,
L0004779,20240315,CMP0015,Brampton,38,New,0,0,0,,
L0004780,20240909,CMP0001,Ottawa,51,New,0,0,0,,
L0004781,20240716,CMP0014,Hamilton,47,Qualified,1,0,0,,
L0004782,20240503,CMP0006,Kitchener,92,Invested,1,1,1,INV000561,20240517
L0004783,20240625,CMP0018,Mississauga,87,KYC Done,1,1,0,,
L0004784,20241102,CMP0009,Windsor,79,Invested,1,1,1,INV000562,20241119
L0004785,20240728,CMP0005,Markham,11,New,0,0,0,,
L0004786,20240122,CMP0005,Toronto,21,New,0,0,0,,
L0004787,20240118,CMP0015,Mississauga,49,New,0,0,0,,
L0004788,20240625,CMP0008,Kitchener,65,KYC Done,1,1,0,,
L0004789,20240527,CMP0007,Markham,71,Invested,1,1,1,INV000563,20240705
L0004790,20241107,CMP0014,Toronto,36,New,0,0,0,,
L0004791,20240801,CMP0010,Hamilton,19,New,0,0,0,,
L0004792,20241004,CMP0012,Mississauga,39,Lost,0,0,0,,
L0004793,20240802,CMP0009,Hamilton,81,KYC Done,1,1,0,,
L0004794,20240506,CMP0002,Toronto,98,Account Opened,1,1,1,,
L0004795,20240828,CMP0001,Brampton,94,KYC Done,1,1,0,,
L0004796,20240815,CMP0001,Brampton,63,Account Opened,1,1,1,,
L0004797,20240920,CMP0011,Ottawa,18,New,0,0,0,,
L0004798,20240310,CMP0010,Mississauga,97,Account Opened,1,1,1,,
L0004799,20240822,CMP0014,London,23,New,0,0,0,,
L0004800,20240414,CMP0017,Markham,34,New,0,0,0,,
L0004801,20241016,CMP0004,Hamilton,97,Qualified,1,0,0,,
L0004802,20241019,CMP0018,Kitchener,55,Invested,1,1,1,INV000564,20241128
L0004803,20240816,CMP0017,Markham,27,New,0,0,0,,
L0004804,20241212,CMP0012,Toronto,55,KYC Done,1,1,0,,
L0004805,20240715,CMP0010,Toronto,17,New,0,0,0,,
L0004806,20240110,CMP0004,Hamilton,38,New,0,0,0,,
L0004807,20240809,CMP0004,London,95,Qualified,1,0,0,,
L0004808,20241011,CMP0001,Windsor,36,New,0,0,0,,
L0004809,20240207,CMP0012,Toronto,90,KYC Done,1,1,0,,
L0004810,20240208,CMP0008,Mississauga,58,Lost,1,1,1,,
L0004811,20240409,CMP0004,Markham,69,Lost,1,0,0,,
L0004812,20241104,CMP0003,Vaughan,73,Account Opened,1,1,1,,
L0004813,20240712,CMP0002,Ottawa,59,Lost,1,1,1,,
L0004814,20241223,CMP0012,Ottawa,13,New,0,0,0,,
L0004815,20241115,CMP0013,Vaughan,92,Invested,1,1,1,INV000565,20241208
L0004816,20240722,CMP0012,Ottawa,52,New,0,0,0,,
L0004817,20240905,CMP0002,Markham,68,Qualified,1,0,0,,
L0004818,20240501,CMP0001,Kitchener,59,Invested,1,1,1,INV000566,20240509
L0004819,20240203,CMP0002,Mississauga,69,KYC Done,1,1,0,,
L0004820,20240525,CMP0014,Mississauga,41,New,0,0,0,,
L0004821,20240804,CMP0014,Kitchener,85,Invested,1,1,1,INV000567,20240914
L0004822,20240307,CMP0006,Brampton,30,New,0,0,0,,
L0004823,20240322,CMP0001,Toronto,68,Account Opened,1,1,1,,
L0004824,20240106,CMP0006,Ottawa,62,Account Opened,1,1,1,,
L0004825,20240925,CMP0015,Hamilton,55,New,0,0,0,,
L0004826,20241125,CMP0003,Mississauga,11,New,0,0,0,,
L0004827,20241029,CMP0015,London,45,New,0,0,0,,
L0004828,20240519,CMP0009,Mississauga,14,New,0,0,0,,
L0004829,20240805,CMP0003,Toronto,55,Invested,1,1,1,INV000568,20240905
L0004830,20241217,CMP0017,Mississauga,71,Account Opened,1,1,1,,
L0004831,20240804,CMP0010,Ottawa,57,Invested,1,1,1,INV000569,20240907
L0004832,20240418,CMP0013,Vaughan,78,Account Opened,1,1,1,,
L0004833,20240503,CMP0002,Ottawa,42,Lost,0,0,0,,
L0004834,20240923,CMP0007,Vaughan,37,New,0,0,0,,
L0004835,20240612,CMP0012,Toronto,50,KYC Done,1,1,0,,
L0004836,20241102,CMP0012,Brampton,30,New,0,0,0,,
L0004837,20241112,CMP0002,Brampton,82,Account Opened,1,1,1,,
L0004838,20240114,CMP0011,Markham,82,Lost,1,1,1,,
L0004839,20240921,CMP0018,Hamilton,47,Invested,1,1,1,INV000570,20241015
L0004840,20240515,CMP0015,Markham,81,Invested,1,1,1,INV000571,20240524
L0004841,20240709,CMP0004,Mississauga,12,New,0,0,0,,
L0004842,20240406,CMP0017,Kitchener,23,New,0,0,0,,
L0004843,20240514,CMP0013,Markham,35,New,0,0,0,,
L0004844,20240430,CMP0002,Kitchener,44,New,0,0,0,,
L0004845,20240119,CMP0003,Mississauga,30,New,0,0,0,,
L0004846,20241013,CMP0017,Toronto,56,Account Opened,1,1,1,,
L0004847,20240222,CMP0004,Hamilton,81,Lost,1,1,1,,
L0004848,20240517,CMP0002,Ottawa,51,New,0,0,0,,
L0004849,20240311,CMP0009,Markham,50,New,0,0,0,,
L0004850,20240228,CMP0010,Toronto,15,New,0,0,0,,
L0004851,20240516,CMP0011,Hamilton,35,New,0,0,0,,
L0004852,20241202,CMP0012,Toronto,82,Account Opened,1,1,1,,
L0004853,20241211,CMP0018,Ottawa,82,Invested,1,1,1,INV000572,20241231
L0004854,20240519,CMP0014,Toronto,19,New,0,0,0,,
L0004855,20240703,CMP0001,Kitchener,11,New,0,0,0,,
L0004856,20241226,CMP0002,Toronto,84,Invested,1,1,1,INV000573,20241231
L0004857,20240326,CMP0001,Ottawa,25,New,0,0,0,,
L0004858,20241211,CMP0008,Toronto,61,Invested,1,1,1,INV000574,20241231
L0004859,20240208,CMP0007,Toronto,84,Invested,1,1,1,INV000575,20240216
L0004860,20240323,CMP0017,Ottawa,80,KYC Done,1,1,0,,
L0004861,20240503,CMP0007,Toronto,59,KYC Done,1,1,0,,
L0004862,20240114,CMP0001,Ottawa,43,New,0,0,0,,
L0004863,20241025,CMP0016,Toronto,79,KYC Done,1,1,0,,
L0004864,20241109,CMP0005,London,72,Invested,1,1,1,INV000576,20241114
L0004865,20240520,CMP0017,Vaughan,85,Account Opened,1,1,1,,
L0004866,20241102,CMP0014,London,56,Account Opened,1,1,1,,
L0004867,20241009,CMP0016,Toronto,94,Lost,1,1,0,,
L0004868,20241020,CMP0015,Ottawa,79,Invested,1,1,1,INV000577,20241106
L0004869,20241020,CMP0003,Toronto,15,New,0,0,0,,
L0004870,20240728,CMP0012,Brampton,36,New,0,0,0,,
L0004871,20240210,CMP0008,Markham,81,Invested,1,1,1,INV000578,20240320
L0004872,20241203,CMP0012,Toronto,20,New,0,0,0,,
L0004873,20240810,CMP0014,Mississauga,73,Qualified,1,0,0,,
L0004874,20241125,CMP0010,Markham,40,New,0,0,0,,
L0004875,20241217,CMP0006,Brampton,28,New,0,0,0,,
L0004876,20240309,CMP0017,Mississauga,58,Invested,1,1,1,INV000579,20240312
L0004877,20240527,CMP0012,Kitchener,93,Qualified,1,0,0,,
L0004878,20240311,CMP0016,Toronto,90,KYC Done,1,1,0,,
L0004879,20240119,CMP0005,Markham,46,Account Opened,1,1,1,,
L0004880,20241219,CMP0016,Toronto,10,New,0,0,0,,
L0004881,20241203,CMP0006,Windsor,89,Lost,1,1,1,,
L0004882,20241207,CMP0009,Markham,90,Account Opened,1,1,1,,
L0004883,20241119,CMP0016,Mississauga,64,Qualified,1,0,0,,
L0004884,20240825,CMP0007,Windsor,66,Account Opened,1,1,1,,
L0004885,20240710,CMP0005,Toronto,57,Qualified,1,0,0,,
L0004886,20241228,CMP0017,Vaughan,11,New,0,0,0,,
L0004887,20240721,CMP0018,London,24,New,0,0,0,,
L0004888,20240823,CMP0006,Toronto,22,New,0,0,0,,
L0004889,20240318,CMP0006,Ottawa,92,Invested,1,1,1,INV000580,20240417
L0004890,20240930,CMP0005,Toronto,14,New,0,0,0,,
L0004891,20241026,CMP0001,Ottawa,60,Qualified,1,0,0,,
L0004892,20240905,CMP0010,Hamilton,42,New,0,0,0,,
L0004893,20240701,CMP0005,Brampton,10,New,0,0,0,,
L0004894,20240313,CMP0016,Markham,92,Invested,1,1,1,INV000581,20240418
L0004895,20240113,CMP0004,Kitchener,11,New,0,0,0,,
L0004896,20240817,CMP0012,Ottawa,87,KYC Done,1,1,0,,
L0004897,20240906,CMP0010,Hamilton,79,Qualified,1,0,0,,
L0004898,20241009,CMP0012,Toronto,81,Qualified,1,0,0,,
L0004899,20241213,CMP0003,Windsor,24,New,0,0,0,,
L0004900,20240701,CMP0009,Vaughan,89,Qualified,1,0,0,,
L0004901,20241030,CMP0012,Kitchener,63,Invested,1,1,1,INV000582,20241109
L0004902,20240919,CMP0007,Markham,46,New,0,0,0,,
L0004903,20240411,CMP0016,Mississauga,71,KYC Done,1,1,0,,
L0004904,20241105,CMP0010,Mississauga,40,New,0,0,0,,
L0004905,20240120,CMP0007,Ottawa,35,Lost,0,0,0,,
L0004906,20240807,CMP0001,Toronto,35,New,0,0,0,,
L0004907,20241210,CMP0004,Ottawa,61,Qualified,1,0,0,,
L0004908,20240829,CMP0009,Brampton,64,Lost,1,1,1,,
L0004909,20241208,CMP0008,London,31,New,0,0,0,,
L0004910,20240121,CMP0016,Hamilton,32,New,0,0,0,,
L0004911,20240713,CMP0015,Mississauga,95,Account Opened,1,1,1,,
L0004912,20241012,CMP0003,London,56,Account Opened,1,1,1,,
L0004913,20240823,CMP0011,Mississauga,87,Invested,1,1,1,INV000583,20240905
L0004914,20241118,CMP0009,Mississauga,39,Lost,0,0,0,,
L0004915,20240618,CMP0002,Brampton,35,New,0,0,0,,
L0004916,20240906,CMP0012,Toronto,35,New,0,0,0,,
L0004917,20240602,CMP0010,Mississauga,57,New,0,0,0,,
L0004918,20241115,CMP0002,Mississauga,80,Qualified,1,0,0,,
L0004919,20240213,CMP0009,Toronto,55,Qualified,1,0,0,,
L0004920,20240403,CMP0014,Mississauga,36,Lost,0,0,0,,
L0004921,20240205,CMP0006,Ottawa,96,Qualified,1,0,0,,
L0004922,20240913,CMP0007,Markham,61,Account Opened,1,1,1,,
L0004923,20240326,CMP0002,Toronto,45,New,0,0,0,,
L0004924,20240426,CMP0004,Mississauga,10,New,0,0,0,,
L0004925,20241102,CMP0018,Toronto,60,Lost,1,0,0,,
L0004926,20240511,CMP0012,Toronto,65,Qualified,1,0,0,,
L0004927,20240223,CMP0004,Brampton,93,Qualified,1,0,0,,
L0004928,20240108,CMP0009,Ottawa,30,New,0,0,0,,
L0004929,20240323,CMP0004,London,24,Lost,0,0,0,,
L0004930,20241130,CMP0008,Markham,99,Account Opened,1,1,1,,
L0004931,20240719,CMP0003,Kitchener,59,KYC Done,1,1,0,,
L0004932,20241230,CMP0012,Kitchener,12,New,0,0,0,,
L0004933,20240319,CMP0011,Toronto,19,New,0,0,0,,
L0004934,20240508,CMP0012,Toronto,52,Invested,1,1,1,INV000584,20240522
L0004935,20240229,CMP0008,Ottawa,65,Invested,1,1,1,INV000585,20240320
L0004936,20240525,CMP0006,Hamilton,31,New,0,0,0,,
L0004937,20240725,CMP0005,Hamilton,42,New,0,0,0,,
L0004938,20241022,CMP0004,Ottawa,76,Invested,1,1,1,INV000586,20241115
L0004939,20240514,CMP0008,Windsor,97,Lost,1,1,0,,
L0004940,20241009,CMP0009,Ottawa,54,Account Opened,1,1,1,,
L0004941,20240817,CMP0013,Kitchener,47,KYC Done,1,1,0,,
L0004942,20240416,CMP0001,Windsor,42,New,0,0,0,,
L0004943,20241129,CMP0006,Ottawa,22,New,0,0,0,,
L0004944,20240607,CMP0016,Toronto,14,New,0,0,0,,
L0004945,20240225,CMP0017,Mississauga,85,Account Opened,1,1,1,,
L0004946,20241218,CMP0017,Brampton,13,New,0,0,0,,
L0004947,20241130,CMP0006,Vaughan,83,KYC Done,1,1,0,,
L0004948,20240119,CMP0003,Windsor,32,New,0,0,0,,
L0004949,20241126,CMP0004,Toronto,72,Invested,1,1,1,INV000587,20241231
L0004950,20241212,CMP0003,Toronto,95,Qualified,1,0,0,,
L0004951,20241030,CMP0018,Markham,77,Account Opened,1,1,1,,
L0004952,20240403,CMP0016,Ottawa,75,KYC Done,1,1,0,,
L0004953,20240819,CMP0015,London,33,Lost,0,0,0,,
L0004954,20240715,CMP0014,Mississauga,63,Account Opened,1,1,1,,
L0004955,20240814,CMP0007,Toronto,67,Account Opened,1,1,1,,
L0004956,20240813,CMP0009,Mississauga,48,New,0,0,0,,
L0004957,20240821,CMP0016,Toronto,13,New,0,0,0,,
L0004958,20240707,CMP0015,Brampton,92,Invested,1,1,1,INV000588,20240725
L0004959,20240909,CMP0010,Toronto,27,New,0,0,0,,
L0004960,20240711,CMP0016,Ottawa,97,KYC Done,1,1,0,,
L0004961,20240107,CMP0007,Markham,93,Qualified,1,0,0,,
L0004962,20240113,CMP0008,Toronto,11,New,0,0,0,,
L0004963,20241216,CMP0016,Vaughan,76,Account Opened,1,1,1,,
L0004964,20241128,CMP0007,Toronto,67,Account Opened,1,1,1,,
L0004965,20240802,CMP0014,Hamilton,30,New,0,0,0,,
L0004966,20240304,CMP0009,Mississauga,83,Invested,1,1,1,INV000589,20240415
L0004967,20241013,CMP0006,Vaughan,20,New,0,0,0,,
L0004968,20240222,CMP0004,Toronto,32,New,0,0,0,,
L0004969,20240518,CMP0011,Brampton,95,Account Opened,1,1,1,,
L0004970,20240430,CMP0009,Windsor,76,Qualified,1,0,0,,
L0004971,20240105,CMP0007,Toronto,20,New,0,0,0,,
L0004972,20241022,CMP0014,Markham,22,New,0,0,0,,
L0004973,20240705,CMP0001,London,33,New,0,0,0,,
L0004974,20240425,CMP0002,Mississauga,16,New,0,0,0,,
L0004975,20240704,CMP0018,Toronto,26,New,0,0,0,,
L0004976,20240101,CMP0012,Markham,61,Qualified,1,0,0,,
L0004977,20240608,CMP0010,Kitchener,10,Lost,0,0,0,,
L0004978,20240709,CMP0001,Toronto,35,New,0,0,0,,
L0004979,20240504,CMP0011,Vaughan,38,Lost,0,0,0,,
L0004980,20241030,CMP0008,Markham,97,Account Opened,1,1,1,,
L0004981,20240401,CMP0011,Ottawa,97,Account Opened,1,1,1,,
L0004982,20240220,CMP0001,Markham,86,Lost,1,1,1,,
L0004983,20240712,CMP0010,Toronto,40,New,0,0,0,,
L0004984,20241120,CMP0011,Ottawa,57,Invested,1,1,1,INV000590,20241126
L0004985,20240517,CMP0006,Windsor,55,Invested,1,1,1,INV000591,20240605
L0004986,20240118,CMP0001,Markham,87,Invested,1,1,1,INV000592,20240210
L0004987,20241220,CMP0018,Mississauga,77,Lost,1,1,1,,
L0004988,20240611,CMP0013,Hamilton,91,Lost,1,0,0,,
L0004989,20240304,CMP0012,Toronto,59,Account Opened,1,1,1,,
L0004990,20240813,CMP0014,Mississauga,92,KYC Done,1,1,0,,
L0004991,20240426,CMP0013,Toronto,76,KYC Done,1,1,0,,
L0004992,20241209,CMP0003,Toronto,76,Qualified,1,0,0,,
L0004993,20240417,CMP0009,Ottawa,69,Account Opened,1,1,1,,
L0004994,20240720,CMP0016,Mississauga,40,New,0,0,0,,
L0004995,20240717,CMP0006,Markham,64,KYC Done,1,1,0,,
